SpeciesID,ScientificName,Scientific.Name.with.Author,CommonNameA,CommonNameB,Family,WetlandStatus
ERPEA2,Erigeron peregrinus,Erigeron peregrinus (Banks ex Pursh) Greene var. angustifolius (A. Gray) Cronquist,,Subalpine Fleabane,,
ERPEE,Erigeron peregrinus,Erigeron peregrinus (Banks ex Pursh) Greene var. eucallianthemus Cronquist,,Subalpine Fleabane,,
ERPES3,Erigeron peregrinus,Erigeron peregrinus (Banks ex Pursh) Greene var. scaposus (Torr. & A. Gray) Cronquist,,Subalpine Fleabane,,
ERPED2,Erigeron peregrinus,Erigeron peregrinus (Banks ex Pursh) Greene ssp. peregrinus var. dawsonii Greene,subalpine fleabane,Subalpine Fleabane,Asteraceae,
ERPEH,Erigeron peregrinus,Erigeron peregrinus (Banks ex Pursh) Greene ssp. callianthemus (Greene) Cronquist var. hirsutus Cronquist,subalpine fleabane,Subalpine Fleabane,Asteraceae,
ERPEM,Eragrostis pectinacea,Eragrostis pectinacea (Michx.) Nees ex Steud. var. miserrima (Fourn.) J. Reeder,desert lovegrass,Purple Love Grass,Poaceae,FAC
ERAR,Eragrostis arida,Eragrostis arida Hitchc.,,,,
ERTE3,Eragrostis tephrosanthos,Eragrostis tephrosanthos Schult.,,,,
ERPEP,Erigeron peregrinus,Erigeron peregrinus (Banks ex Pursh) Greene ssp. peregrinus,subalpine fleabane,Subalpine Fleabane,Asteraceae,
ERPEP2,Eragrostis pectinacea,Eragrostis pectinacea (Michx.) Nees ex Steud. var. pectinacea,tufted lovegrass,Purple Love Grass,Poaceae,FAC
ERCA25,Eragrostis caroliniana,Eragrostis caroliniana auct. non (Spreng.) Scribn.,,,,
ERDI15,Eragrostis diffusa,Eragrostis diffusa Buckley,,,,
ERPU14,Eragrostis purshii,Eragrostis purshii hort. ex Schrad.,,,,
POPE15,Poa pectinacea,Poa pectinacea Michx.,,,,
ERPEP3,Erigeron peregrinus,Erigeron peregrinus (Banks ex Pursh) Greene ssp. peregrinus var. peregrinus,subalpine fleabane,Subalpine Fleabane,Asteraceae,
ERUN6,Erigeron unalaschkensis,Erigeron unalaschkensis Less.,,,,
ERPEP4,Erigeron petrophilus,Erigeron petrophilus Greene var. petrophilus,rockloving erigeron,,Asteraceae,
ERPES2,Erigeron petrophilus,Erigeron petrophilus Greene var. sierrensis G.L. Nesom,Sierra erigeron,,Asteraceae,
ERPET2,Erigeron peregrinus,Erigeron peregrinus (Banks ex Pursh) Greene ssp. peregrinus var. thompsonii (S.F. Blake ex J.W. Thompson) Cronquist,subalpine fleabane,Subalpine Fleabane,Asteraceae,
ERPET3,Eragrostis pectinacea,Eragrostis pectinacea (Michx.) Nees ex Steud. var. tracyi (Hitchc.) P.M. Peterson,Sanibel Island lovegrass,Purple Love Grass,Poaceae,FAC
ERTR,Eragrostis tracyi,Eragrostis tracyi Hitchc.,,,,
ERPEV,Erigeron petrophilus,Erigeron petrophilus Greene var. viscidulus (A. Gray) G.L. Nesom,rockloving erigeron,,Asteraceae,
ERINV,Erigeron inornatus,Erigeron inornatus (A. Gray) A. Gray var. viscidulus A. Gray,,,,
ERPH,Erigeron philadelphicus,Erigeron philadelphicus L.,Philadelphia fleabane,Philadelphia Fleabane,Asteraceae,FAC
ERPH2,Eriogonum pharnaceoides,Eriogonum pharnaceoides Torr.,wirestem buckwheat,,Polygonaceae,
ERPH3,Eryngium phyteumae,Eryngium phyteumae Delar. f.,Huachuca Mountain eryngo,Huachuca Mountain Eryngo,Apiaceae,
ERPH4,Eriogonum phoeniceum,Eriogonum phoeniceum L.M. Shultz,scarlet buckwheat,,Polygonaceae,
ERPHC,Eriogonum pharnaceoides,Eriogonum pharnaceoides Torr. var. cervinum Reveal,wirestem buckwheat,,Polygonaceae,
ERPHP,Erigeron philadelphicus,Erigeron philadelphicus L. var. philadelphicus,Philadelphia fleabane,Philadelphia Fleabane,Asteraceae,FAC
ERPHG2,Erigeron philadelphicus,Erigeron philadelphicus L. var. glaber Henry,,Philadelphia Fleabane,,FAC
ERPHS,Erigeron philadelphicus,Erigeron philadelphicus L. var. scaturicola (Fernald) Fernald,,Philadelphia Fleabane,,FAC
ERPU13,Erigeron purpureus,Erigeron purpureus Aiton,,,,
ERPHP2,Erigeron philadelphicus,Erigeron philadelphicus L. var. provancheri (Victorin & Rouss.) B. Boivin,Philadelphia fleabane,Philadelphia Fleabane,Asteraceae,FAC
ERPHP4,Erigeron philadelphicus,Erigeron philadelphicus L. ssp. provancheri (Vict. & J. Rousseau) J.K. Morton,,Philadelphia Fleabane,,FAC
ERPR14,Erigeron provancheri,Erigeron provancheri Vict. & J. Rousseau,,,,
ERPHP3,Eriogonum pharnaceoides,Eriogonum pharnaceoides Torr. var. pharnaceoides,wirestem buckwheat,,Polygonaceae,
ERPI2,Eragrostis pilosa,Eragrostis pilosa (L.) P. Beauv.,Indian lovegrass,Indian Love Grass,Poaceae,FACU
ERMU5,Eragrostis multicaulis,Eragrostis multicaulis Steud.,,,,
ERPE16,Eragrostis perplexa,Eragrostis perplexa L.H. Harv.,,,,
ERPIP,Eragrostis pilosa,Eragrostis pilosa (L.) P. Beauv. var. perplexa (L.H. Harv.) S.D. Koch,,Indian Love Grass,,FACU
ERPIP3,Eragrostis pilosa,Eragrostis pilosa (L.) P. Beauv. var. pilosa,,Indian Love Grass,,FACU
POPI8,Poa pilosa,Poa pilosa L.,,,,
ERPI3,Erigeron piperianus,Erigeron piperianus Cronquist,Piper's fleabane,,Asteraceae,
ERPI4,Eryngium pinnatisectum,Eryngium pinnatisectum Jeps.,Tuolumne eryngo,Tuolumne Eryngo,Apiaceae,
ERPI5,Erioneuron pilosum,Erioneuron pilosum (Buckley) Nash,hairy woollygrass,,Poaceae,
TRPI6,Tridens pilosus,Tridens pilosus (Buckley) Hitchc.,,,,
URPI4,Uralepis pilosa,Uralepis pilosa Buckley,,,,
ERPI6,Erigeron pinnatisectus,Erigeron pinnatisectus (A. Gray) A. Nelson,featherleaf fleabane,,Asteraceae,
ERCOP,Erigeron compositus,Erigeron compositus Pursh var. pinnatisectus A. Gray,,,,
ERPI7,Ericameria pinifolia,Ericameria pinifolia (A. Gray) H.M. Hall,pinebush,,Asteraceae,
HAPI,Haplopappus pinifolius,Haplopappus pinifolius A. Gray,,,,
ERPI9,Erigeron piscaticus,Erigeron piscaticus G.L. Nesom,Fish Creek fleabane,,Asteraceae,
ERPL,Eragrostis plana,Eragrostis plana Nees,South African lovegrass,,Poaceae,
ERPL2,Eriastrum pluriflorum,Eriastrum pluriflorum (A. Heller) H. Mason,Tehachapi woollystar,,Polemoniaceae,
ERPL3,Eriogonum plumatella,Eriogonum plumatella Durand & Hilg.,yucca buckwheat,,Polygonaceae,
ERPLJ,Eriogonum plumatella,Eriogonum plumatella Durand & Hilg. var. jaegeri (Munz & I.M. Johnst.) S. Stokes ex Munz,,,,
ERPL4,Erythrodes plantaginea,Erythrodes plantaginea (L.) Fawc. & Rendle,Caribbean false helmetorchid,,Orchidaceae,
MIPL5,Microchilus plantagineus,Microchilus plantagineus (L.) D. Dietr.,,Caribbean False Helmet Orchid,,
PHPL3,Physurus plantagineus,Physurus plantagineus (L.) Lindl.,,,,
PLLA4,Platythelys latifolia,"Platythelys latifolia (L.) Garay & Ormerod, nom. illeg.",,Jug Orchid,,FACW
ERPL5,Eryngium planum,Eryngium planum L.,plains eryngo,,Apiaceae,
ERPL8,Erythronium pluriflorum,"Erythronium pluriflorum Shevock, Bartel & Allen",manyflower fawnlily,,Liliaceae,
ERPLP,Eriastrum pluriflorum,Eriastrum pluriflorum (A. Heller) H. Mason ssp. pluriflorum,Tehachapi woollystar,,Polemoniaceae,
ERPLS,Eriastrum pluriflorum,Eriastrum pluriflorum (A. Heller) H. Mason ssp. sherman-hoytae (Craig) H. Mason,Sherman Hoyt woolstar,,Polemoniaceae,
ERPO12,Erigeron polymorphus,Erigeron polymorphus Scop.,,,Asteraceae,
ERPO15,Eragrostis polytricha,Eragrostis polytricha Nees,hairysheath lovegrass,,Poaceae,
ERFL9,Eragrostis floridana,Eragrostis floridana Hitchc.,,,,
ERTR2,Eragrostis trichocolea,Eragrostis trichocolea auct. non Hack. & Arechav.,,,,
ERTRF,Eragrostis trichocolea,Eragrostis trichocolea Hack. & Arechav. var. floridana (Hitchc.) Witherspoon,,,,
ERPO16,Eriogonum polyanthum,Eriogonum polyanthum Benth.,sulphur-flower buckwheat,,Polygonaceae,
ERUMD4,Eriogonum umbellatum,Eriogonum umbellatum Torr. ssp. dumosum (Greene) S. Stokes,,,,
ERUMP,Eriogonum umbellatum,Eriogonum umbellatum Torr. var. polyanthum (Benth.) M.E. Jones,,,,
ERUMP3,Eriogonum umbellatum,Eriogonum umbellatum Torr. ssp. polyanthum (Benth.) S. Stokes,,,,
ERPO2,Erigeron poliospermus,Erigeron poliospermus A. Gray,purple cushion fleabane,,Asteraceae,
ERPO3,Eriochloa polystachya,Eriochloa polystachya Kunth,Caribgrass,Carib Grass,Poaceae,FACW
ERSU10,Eriochloa subglabra,Eriochloa subglabra (Nash) Hitchc.,,,,
ERPO4,Eriogonum polycladon,Eriogonum polycladon Benth.,sorrel buckwheat,,Polygonaceae,
ERDE7,Eriogonum densum,Eriogonum densum Greene,,,,
ERVID,Eriogonum vimineum,Eriogonum vimineum Douglas ex Benth. var. densum (Greene) S. Stokes,,,,
ERPO5,Erythrina poeppigiana,Erythrina poeppigiana (Walp.) O.F. Cook,mountain immortelle,Mountain-Immortelle,Fabaceae,
ERPO7,Eriophorum ×porsildii,Eriophorum ×porsildii Raymond,cottongrass,,Cyperaceae,
ERPO8,Eriogonum polypodum,Eriogonum polypodum Small,foxtail buckwheat,,Polygonaceae,
ERPOC,Erigeron poliospermus,Erigeron poliospermus A. Gray var. cereus Cronquist,purple cushion fleabane,,Asteraceae,
ERPOD,Erpodium (Brid.),Erpodium (Brid.) Brid.,erpodium moss,,Erpodiaceae,
ERPOP,Erigeron poliospermus,Erigeron poliospermus A. Gray var. poliospermus,purple cushion fleabane,,Asteraceae,
ERPOT,Erigeron poliospermus,Erigeron poliospermus A. Gray var. typicus Cronquist,,,,
ERPR10,Erigeron pringlei,Erigeron pringlei A. Gray,Pringle's fleabane,,Asteraceae,
ERPR11,Erigeron proselyticus,Erigeron proselyticus G.L. Nesom,professor's fleabane,,Asteraceae,
ERFLT2,Erigeron flagellaris,Erigeron flagellaris A. Gray var. trilobatus Maguire ex Cronquist,,Trailing Fleabane,,
ERSIT,Erigeron sionis,Erigeron sionis Cronquist var. trilobatus (Maguire ex Cronquist) S.L. Welsh,,,,
ERPR16,Erigeron procumbens,Erigeron procumbens (Houst. ex Mill.) G.L. Nesom,Corpus Christi fleabane,Corpus Christi Fleabane,Asteraceae,FAC
ASPR12,Aster procumbens,Aster procumbens Houst. ex Mill.,,,,
ERMY,Erigeron myrionactis,Erigeron myrionactis Small,,,,
ERRE10,Erigeron repens,Erigeron repens A. Gray,,,,
ERPR4,Eriophyllum pringlei,Eriophyllum pringlei A. Gray,Pringle's woolly sunflower,,Asteraceae,
ERPR5,Eryngium prostratum,Eryngium prostratum Nutt. ex DC.,creeping eryngo,Creeping Eryngo,Apiaceae,FACW
ERPRD,Eryngium prostratum,Eryngium prostratum Nutt. ex DC. var. disjunctum Fernald,,Creeping Eryngo,,FACW
ERPR6,Erythronium propullans,Erythronium propullans A. Gray,Minnesota fawnlily,,Liliaceae,
ERPR7,Eragrostis prolifera,Eragrostis prolifera (Sw.) Steud.,Dominican lovegrass,Dominican Love Grass,Poaceae,FAC
ERDO2,Eragrostis domingensis,Eragrostis domingensis (Pers.) Steud.,,,,
POPR16,Poa prolifera,Poa prolifera Sw.,,,,
ERPR8,Eriogonum prattenianum,Eriogonum prattenianum Durand,Nevada City buckwheat,,Polygonaceae,
ERPR9,Eriogonum prociduum,Eriogonum prociduum Reveal,prostrate buckwheat,,Polygonaceae,
ERPRA,Eriogonum prattenianum,Eriogonum prattenianum Durand var. avium Reveal & Shevock,Nevada City buckwheat,,Polygonaceae,
ERPRP,Eriogonum prattenianum,Eriogonum prattenianum Durand var. prattenianum,Nevada City buckwheat,,Polygonaceae,
ERPS80,Eriochloa pseudoacrotricha,Eriochloa pseudoacrotricha (Stapf ex Thell.) J.M. Black,perennial cupgrass,,Poaceae,
ERRAP,Eriochloa ramosa,Eriochloa ramosa (Retz.) Kuntze var. pseudoacrotricha Stapf ex Thell.,,,,
ERPU,Erigeron pulchellus,Erigeron pulchellus Michx.,robin's plantain,Robin's-Plantain,Asteraceae,FACU
ERPU10,Erigeron pubescens,Erigeron pubescens Kunth,hairy fleabane,,Asteraceae,
ERPU11,Erythronium pusaterii,"Erythronium pusaterii (Munz & J.T. Howell) Shevock, Bartel & Allen",Kaweah Lakes fawnlily,,Liliaceae,
ERGRP3,Erythronium grandiflorum,Erythronium grandiflorum Pursh ssp. pusaterii Munz & J.T. Howell,,Yellow Avalanche-Lily,,
ERPU15,Eriogonum purpusii,Eriogonum purpusii Brandegee,Purpus' buckwheat,,Polygonaceae,
ERKEP2,Eriogonum kennedyi,Eriogonum kennedyi Porter ex S. Watson var. purpusii (Brandegee) Reveal,,,,
ERKEP3,Eriogonum kennedyi,Eriogonum kennedyi Porter ex S. Watson ssp. purpusii (Brandegee) Munz,,,,
ERPU18,Eranthemum pulchellum,Eranthemum pulchellum Andrews,blue-sage,,Acanthaceae,
ERNE11,Eranthemum nervosum,Eranthemum nervosum (Vahl) R. Br. ex Roem. & Schult.,,,,
ERPU2,Erigeron pumilus,Erigeron pumilus Nutt.,shaggy fleabane,,Asteraceae,
ERPU21,Eriogonum pulchrum,Eriogonum pulchrum Eastw.,Yavapai County buckwheat,,Polygonaceae,
ERERP,Eriogonum ericifolium,Eriogonum ericifolium Torr. & A. Gray var. pulchrum (Eastw.) Reveal,,,,
ERMEP,Eriogonum mearnsii,Eriogonum mearnsii Parry var. pulchrum (Eastw.) Kearney & Peebles,,,,
ERPU3,Erigeron purpuratus,Erigeron purpuratus Greene,purple fleabane,,Asteraceae,
ERPU4,Eriochloa punctata,Eriochloa punctata (L.) Desv. ex Ham.,Louisiana cupgrass,Louisiana Cup Grass,Poaceae,FACW
MIPU15,Milium punctatum,Milium punctatum L.,,,,
ERPU6,Eriogonum pusillum,Eriogonum pusillum Torr. & A. Gray,yellowturbans,,Polygonaceae,
ERREP,Eriogonum reniforme,Eriogonum reniforme Torr. & Frém. ssp. pusillum (Torr. & A. Gray) S. Stokes,,,,
ERPU7,Erythronium purpurascens,Erythronium purpurascens S. Watson,purple fawnlily,,Liliaceae,
ERPU9,Erigeron pulcherrimus,Erigeron pulcherrimus A. Heller,basin fleabane,,Asteraceae,
ERPUW,Erigeron pulcherrimus,Erigeron pulcherrimus A. Heller var. wyomingia (Rydb.) Cronquist,,,,
ERWY,Erigeron wyomingia,Erigeron wyomingia Rydb.,,,,
ERPUB,Erigeron pulchellus,Erigeron pulchellus Michx. var. brauniae Fernald,Braun's erigeron,Robin's-Plantain,Asteraceae,FACU
ERPUG,Erigeron pumilus,Erigeron pumilus Nutt. ssp. intermedius Cronquist var. gracilior Cronquist,shaggy fleabane,,Asteraceae,
ERPUI,Erigeron pumilus,Erigeron pumilus Nutt. ssp. intermedius Cronquist,shaggy fleabane,,Asteraceae,
ERPUI2,Erigeron pumilus,Erigeron pumilus Nutt. ssp. intermedius Cronquist var. intermedius (Cronquist) Cronquist,shaggy fleabane,,Asteraceae,
ERPUE2,Erigeron pumilus,Erigeron pumilus Nutt. var. euintermedius Cronquist,,,,
ERPUP,Erigeron pulchellus,Erigeron pulchellus Michx. var. pulchellus,robin's plantain,Robin's-Plantain,Asteraceae,FACU
ERBE7,Erigeron bellidifolius,Erigeron bellidifolius Muhl. ex Willd.,,,,
ERPUP3,Erigeron pumilus,Erigeron pumilus Nutt. ssp. pumilus,shaggy fleabane,,Asteraceae,
ERPUP6,Erigeron pumilus,Erigeron pumilus Nutt. var. pumilus,,,,
ERPUT2,Erigeron pumilus,Erigeron pumilus Nutt. ssp. typicus Cronquist,,,,
ERPUP8,Erigeron purpuratus,Erigeron purpuratus Greene var. purpuratus,purple fleabane,,Asteraceae,
ERPUT,Erigeron pulchellus,Erigeron pulchellus Michx. var. tolsteadii Cronquist,Tolstead's erigeron,Robin's-Plantain,Asteraceae,FACU
ERPY,Erigeron pygmaeus,Erigeron pygmaeus (A. Gray) Greene,pygmy fleabane,,Asteraceae,
ERPY2,Eriogonum pyrolifolium,Eriogonum pyrolifolium Hook.,Shasta buckwheat,,Polygonaceae,
ERPY3,Eriophorum ×pylaieanum,Eriophorum ×pylaieanum Raymond,cottongrass,,Cyperaceae,
ERPYC,Eriogonum pyrolifolium,Eriogonum pyrolifolium Hook. var. coryphaeum Torr. & A. Gray,Shasta buckwheat,,Polygonaceae,
ERPYB,Eriogonum pyrolifolium,Eriogonum pyrolifolium Hook. var. bellingerianum M. Peck,,,,
ERPYP,Eriogonum pyrolifolium,Eriogonum pyrolifolium Hook. var. pyrolifolium,Shasta buckwheat,,Polygonaceae,
ERQU,Erigeron quercifolius,Erigeron quercifolius Lam.,oakleaf fleabane,Oak-Leaf Fleabane,Asteraceae,FAC
ERQU4,Erythronium quinaultense,Erythronium quinaultense Allen,fawnlily,,Liliaceae,
ERRA2,Erigeron radicatus,Erigeron radicatus Hook.,taproot fleabane,,Asteraceae,
ERRA3,Eriogonum racemosum,Eriogonum racemosum Nutt.,redroot buckwheat,,Polygonaceae,
ERRA5,Eryngium racemosum,Eryngium racemosum Jeps.,delta eryngo,Delta Eryngo,Apiaceae,
ERRA7,Eriocaulon ravenelii,Eriocaulon ravenelii Chapm.,Ravenel's pipewort,Ravenel's Pipewort,Eriocaulaceae,OBL
ERRAZ,Errazurizia Phil.,Errazurizia Phil.,dunebroom,,Fabaceae,
ERRE,Eragrostis refracta,Eragrostis refracta (Muhl.) Scribn.,coastal lovegrass,Meadow Love Grass,Poaceae,FACW
ERAC5,Eragrostis acuta,Eragrostis acuta Hitchc.,,,,
ERCA32,Eragrostis campestris,Eragrostis campestris Trin.,,,,
POAM16,Poa amabilis,"Poa amabilis sensu Walter, non L.",,,,
POPER,Poa pectinacea,Poa pectinacea Michx. var. refracta (Muhl.) Chapm.,,,,
PORE14,Poa refracta,Poa refracta Muhl.,,,,
ERRE12,Erigeron reductus,Erigeron reductus (Cronquist) G.L. Nesom,lesser California rayless fleabane,,Asteraceae,
ERRE3,Eriogonum reniforme,Eriogonum reniforme Torr. & Frém.,kidneyleaf buckwheat,,Polygonaceae,
ERREC,Eriogonum reniforme,Eriogonum reniforme Torr. & Frém. var. comosum M.E. Jones,,,,
ERRE4,Erysimum repandum,Erysimum repandum L.,spreading wallflower,,Brassicaceae,
CHRE5,Cheirinia repanda,Cheirinia repanda (L.) Link,,,,
ERRE5,Erythronium revolutum,Erythronium revolutum Sm.,mahogany fawnlily,Mahogany Fawn-Lily,Liliaceae,
ERRE7,Erigeron religiosus,Erigeron religiosus Cronquist,Clear Creek fleabane,,Asteraceae,
ERRE8,Ericameria resinosa,Ericameria resinosa Nutt.,Columbian goldenbush,,Asteraceae,
HARE3,Haplopappus resinosus,Haplopappus resinosus (Nutt.) A. Gray,,,,
ERREA,Erigeron reductus,Erigeron reductus (Cronquist) G.L. Nesom var. angustatus (A. Gray) G.L. Nesom,lesser California rayless fleabane,,Asteraceae,
ERINA,Erigeron inornatus,Erigeron inornatus (A. Gray) A. Gray var. angustatus A. Gray,,,,
ERRER,Erigeron reductus,Erigeron reductus (Cronquist) G.L. Nesom var. reductus,lesser California rayless fleabane,,Asteraceae,
ERINR,Erigeron inornatus,Erigeron inornatus (A. Gray) A. Gray var. reductus Cronquist,,,,
ERRH2,Erigeron rhizomatus,Erigeron rhizomatus Cronquist,rhizome fleabane,,Asteraceae,
ERRI,Eriogonum ripleyi,Eriogonum ripleyi J.T. Howell,Fraziers Well buckwheat,,Polygonaceae,
ERRI2,Eriogonum rixfordii,Eriogonum rixfordii S. Stokes,pagoda buckwheat,,Polygonaceae,
ERDER4,Eriogonum deflexum,Eriogonum deflexum Torr. ssp. rixfordii (S. Stokes) Munz,,,,
ERRI3,Eragrostis rigidior,Eragrostis rigidior Pilg.,curlyleaf,,Poaceae,
ERRO,Eriogonum rosense,Eriogonum rosense A. Nelson & Kennedy,rosy buckwheat,,Polygonaceae,
ERRO10,Eriogonum robustum,Eriogonum robustum Greene,granite buckwheat,,Polygonaceae,
ERLOR,Eriogonum lobbii,Eriogonum lobbii Torr. & A. Gray var. robustum (Greene) M.E. Jones,,,,
ERRO12,Erigeron roylei,Erigeron roylei DC.,,,Asteraceae,
ERRO13,Eria robusta,Eria robusta (Blume) Lindl.,robust eria,,Orchidaceae,
ERRO14,Eriastrum rosamondense,Eriastrum rosamondense D. Gowen,Rosamond woollystar,,Polemoniaceae,
ERRO2,Eriogonum rotundifolium,Eriogonum rotundifolium Benth.,roundleaf buckwheat,,Polygonaceae,
ERRO3,Erythroxylum rotundifolium,Erythroxylum rotundifolium Lunan,ratwood,,Erythroxylaceae,
ERRO4,Eriophorum ×rousseauanum,Eriophorum ×rousseauanum Raymond,cottongrass,,Cyperaceae,
ERSO,Eriophorum ×sorensenii,Eriophorum ×sorensenii Raymond,,,,
ERRO5,Erythronium rostratum,Erythronium rostratum W. Wolf,yellow troutlily,Yellow Trout-Lily,Liliaceae,FACU
ERRO6,Eriogonum roseum,Eriogonum roseum Durand & Hilg.,wand buckwheat,,Polygonaceae,
ERVI10,Eriogonum virgatum,Eriogonum virgatum Benth.,,,,
ERRO7,Errazurizia rotundata,Errazurizia rotundata (Wooton) Barneby,roundleaf dunebroom,,Fabaceae,
PARO5,Parryella rotundata,Parryella rotundata Wooton,,,,
ERRO8,Eremalche rotundifolia,Eremalche rotundifolia (A. Gray) Greene,desert fivespot,,Malvaceae,
MARO9,Malvastrum rotundifolium,Malvastrum rotundifolium A. Gray,,,,
ERROB,Eriogonum rosense,Eriogonum rosense A. Nelson & Kennedy var. beatleyae (Reveal) Reveal,Beatley's buckwheat,,Polygonaceae,
ERBE5,Eriogonum beatleyae,Eriogonum beatleyae Reveal,,,,
ERROR2,Eriogonum rosense,Eriogonum rosense A. Nelson & Kennedy var. rosense,rosy buckwheat,,Polygonaceae,
EROCA3,Eriogonum ochrocephalum,Eriogonum ochrocephalum S. Watson ssp. agnellum (Jeps.) S. Stokes,,,,
ERRU,Eriogonum rubricaule,Eriogonum rubricaule Tidestr.,redstem buckwheat,,Polygonaceae,
ERRU2,Eriophorum russeolum,Eriophorum russeolum Fr. ex Hartm.,red cottongrass,Russet-Bristle Cotton-Grass,Cyperaceae,
ERRU3,Eriogonum rupinum,Eriogonum rupinum Reveal,Wyman Creek buckwheat,,Polygonaceae,
ERRU4,Erythroxylum rufum,Erythroxylum rufum Cav.,rufous false cocaine,,Erythroxylaceae,
ERRU8,Eritrichium rupestre,Eritrichium rupestre (Pall. ex Georgi) Bunge [excluded],,,Boraginaceae,
ERRUA,Eriophorum russeolum,Eriophorum russeolum Fr. ex Hartm. var. albidum F. Nyl.,red cottongrass,Russet-Bristle Cotton-Grass,Cyperaceae,
ERCHA5,Eriophorum chamissonis,Eriophorum chamissonis C.A. Mey. var. albidum (F. Nyl.) Fernald,,Chamisso's Cotton-Grass,,
ERRUM,Eriophorum russeolum,Eriophorum russeolum Fr. ex Hartm. var. majus Sommier,red cottongrass,Russet-Bristle Cotton-Grass,Cyperaceae,
ERRUR2,Eriophorum russeolum,Eriophorum russeolum Fr. ex Hartm. var. russeolum,red cottongrass,Russet-Bristle Cotton-Grass,Cyperaceae,
ERRY,Erigeron rydbergii,Erigeron rydbergii Cronquist,Rydberg's fleabane,,Asteraceae,
ERRY2,Erigeron rybius,Erigeron rybius G.L. Nesom,royal fleabane,,Asteraceae,
ERSA,Eriastrum sapphirinum,Eriastrum sapphirinum (Eastw.) H. Mason,sapphire woollystar,,Polemoniaceae,
ERSA11,Erythrina sandwicensis,Erythrina sandwicensis O. Deg.,wili wili,,Fabaceae,
ERSAL,Erythrina sandwicensis,Erythrina sandwicensis O. Deg. var. luteosperma H. St. John,,,,
ERTA2,Erythrina tahitensis,Erythrina tahitensis auct. non Nadeaud. p.p.,,,,
ERSA17,Erigeron salishii,Erigeron salishii G.W. Douglas & Packer,Star Peak fleabane,,Asteraceae,
ERSA18,Erigeron saxatilis,Erigeron saxatilis G.L. Nesom,rock fleabane,,Asteraceae,
ERSA19,Erigeron salmonensis,Erigeron salmonensis S.J. Brunsfeld & G.L. Nesom,Salmon River fleabane,,Asteraceae,
ERSA2,Erigeron sanctarum,Erigeron sanctarum S. Watson,saints fleabane,,Asteraceae,
ERSA20,Eragrostis sarmentosa,Eragrostis sarmentosa (Thunb.) Trin.,,,Poaceae,
ERSA6,Eriogonum saxatile,Eriogonum saxatile S. Watson,hoary buckwheat,,Polygonaceae,
ERSA8,Eriogonum salicornioides,Eriogonum salicornioides Gandog.,saltwort buckwheat,,Polygonaceae,
ERSAD,Eriastrum sapphirinum,Eriastrum sapphirinum (Eastw.) H. Mason ssp. dasyanthum (Brand) H. Mason,sapphire woollystar,,Polemoniaceae,
ERSAS,Eriastrum sapphirinum,Eriastrum sapphirinum (Eastw.) H. Mason ssp. sapphirinum,sapphire woollystar,,Polemoniaceae,
ERSAA,Eriastrum sapphirinum,Eriastrum sapphirinum (Eastw.) H. Mason ssp. ambiguum (M.E. Jones) H. Mason,,,,
ERSAG,Eriastrum sapphirinum,Eriastrum sapphirinum (Eastw.) H. Mason ssp. gymnocephalum (Brand) H. Mason,,,,
ERSC,Eragrostis scabriflora,Eragrostis scabriflora Swallen,,,Poaceae,
ERSC11,Erigeron sceptrifer,Erigeron sceptrifer G.L. Nesom,scepterbearing fleabane,,Asteraceae,
ERSC13,Eriocaulon scariosum,Eriocaulon scariosum Sm.,rough pipewort,Rough Pipewort,Eriocaulaceae,
ERSC2,Eriophorum scheuchzeri,Eriophorum scheuchzeri Hoppe,white cottongrass,White Cotton-Grass,Cyperaceae,
ERSCA,Eriophorum scheuchzeri,Eriophorum scheuchzeri Hoppe ssp. arcticum Novoselova,,White Cotton-Grass,,
ERSCS,Eriophorum scheuchzeri,Eriophorum scheuchzeri Hoppe ssp. scheuchzeri,,White Cotton-Grass,,
